Player,Season,Age,Tm,Lg,TRB%,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Position,ID
Greg Foster,1994-95,26,TOT,NBA,13.8,78,3,1144,10.1,.072,.349,9.1,18.4,5.6,0.7,1.8,16.2,17.4,100,110,0.1,0.9,1.0,.042,-4.0,-1.4,-5.4,-1.0,Forward,fostegr01
Armen Gilliam,1994-95,30,NJN,NBA,13.6,82,30,2472,18.1,.002,.433,8.5,18.7,7.2,1.4,2.5,12.4,21.8,111,107,3.6,3.0,6.6,.128,-0.7,0.6,-0.1,1.2,Forward,gilliar01
Christian Laettner,1994-95,25,MIN,NBA,13.6,81,80,2770,17.7,.043,.543,7.3,19.7,15.5,1.9,2.4,16.5,22.5,109,109,3.6,2.6,6.2,.108,0.5,1.3,1.8,2.7,Forward,laettch01
Sharone Wright,1994-95,22,PHI,NBA,13.5,79,49,2044,14.0,.010,.363,10.8,16.1,4.1,1.0,3.7,14.4,23.0,99,109,-0.2,1.9,1.7,.040,-3.3,-0.8,-4.1,-1.1,Forward,wrighsh01
Grant Long,1994-95,28,TOT,NBA,13.4,81,79,2641,14.4,.043,.454,8.2,18.8,8.0,2.2,1.0,15.3,17.4,108,104,2.3,4.2,6.6,.119,-1.6,1.8,0.2,1.5,Forward,longgr01
Terry Mills,1994-95,27,DET,NBA,13.0,72,69,2514,14.7,.305,.235,5.7,20.3,10.4,1.4,1.0,12.3,20.9,107,112,2.2,1.5,3.7,.071,0.0,-0.9,-0.8,0.8,Forward,millste01
Tom Gugliotta,1994-95,25,TOT,NBA,12.9,77,63,2568,15.2,.222,.301,7.3,18.5,18.0,2.6,1.7,16.6,19.4,102,108,0.8,2.7,3.5,.065,0.0,2.0,2.0,2.6,Forward,guglito01
Billy Owens,1994-95,25,MIA,NBA,12.8,70,60,2296,15.6,.027,.382,10.2,15.6,17.3,1.8,1.0,17.6,22.3,103,109,1.2,2.1,3.2,.067,0.2,0.9,1.1,1.8,Forward,owensbi01
Tony Massenburg,1994-95,27,LAC,NBA,12.6,80,50,2127,11.7,.005,.391,8.3,17.5,4.9,1.1,2.0,14.3,16.8,103,111,0.8,1.4,2.2,.049,-3.1,-0.3,-3.4,-0.8,Forward,masseto01
David Benoit,1994-95,26,UTA,NBA,12.5,71,67,1841,13.9,.196,.267,6.9,17.6,4.7,1.3,2.1,10.3,18.0,112,106,2.3,2.4,4.6,.121,0.0,0.5,0.5,1.2,Forward,benoida01
Scottie Pippen,1994-95,29,CHI,NBA,12.5,79,79,3014,22.6,.239,.333,6.9,18.2,22.8,4.0,2.2,15.2,26.3,110,98,5.1,6.7,11.8,.188,3.8,4.0,7.8,7.4,Forward,pippesc01
Marty Conlon,1994-95,27,MIL,NBA,12.4,82,3,2064,13.6,.045,.300,9.1,16.0,9.0,1.1,0.6,14.4,18.3,108,112,2.0,1.2,3.1,.073,-0.9,-1.0,-1.9,0.1,Forward,conloma01
Hot Rod Williams,1994-95,32,CLE,NBA,12.0,74,73,2641,14.6,.006,.353,7.9,16.3,13.2,1.8,3.1,13.7,19.7,102,103,0.9,4.4,5.3,.096,-1.5,3.3,1.8,2.5,Forward,williho01
Donyell Marshall,1994-95,21,TOT,NBA,11.3,72,31,2086,12.5,.277,.253,7.6,15.0,8.6,1.1,3.0,10.6,22.9,96,112,-0.9,1.2,0.3,.007,-2.2,-0.7,-2.9,-0.5,Forward,marshdo01
Ken Norman,1994-95,30,ATL,NBA,11.2,74,27,1879,14.8,.333,.164,6.2,16.5,9.2,1.0,0.8,9.5,24.5,103,107,0.9,2.2,3.2,.081,-0.5,-1.7,-2.2,-0.1,Forward,normake01
Bo Outlaw,1994-95,23,LAC,NBA,11.1,81,31,1655,13.3,.015,.572,8.1,14.6,7.6,2.8,6.7,16.1,12.7,102,106,0.3,2.2,2.5,.071,-2.8,4.8,2.0,1.7,Forward,outlabo01
P.J. Brown,1994-95,25,NJN,NBA,10.8,80,63,2466,12.1,.042,.363,7.9,13.7,8.6,1.5,3.8,10.8,13.2,108,107,1.7,2.9,4.6,.090,-1.7,3.0,1.3,2.0,Forward,brownpj01
Rodney Rogers,1994-95,23,DEN,NBA,10.8,80,77,2142,15.2,.192,.358,7.6,13.8,12.5,2.3,1.6,16.3,22.4,105,107,1.5,2.4,3.9,.088,0.4,0.5,0.9,1.6,Forward,rogerro01
Tom Chambers,1994-95,35,UTA,NBA,10.7,81,4,1240,12.5,.056,.316,7.0,14.1,8.9,1.0,2.0,9.7,19.7,108,108,1.2,1.4,2.5,.098,-1.4,-0.1,-1.5,0.2,Forward,chambto01
Larry Johnson,1994-95,25,CHH,NBA,10.7,81,81,3234,17.1,.172,.290,7.3,13.8,19.4,1.3,0.6,13.1,22.6,111,108,4.9,3.6,8.5,.126,2.1,0.8,2.9,4.0,Forward,johnsla02
Sam Mitchell,1994-95,31,IND,NBA,10.7,81,12,1377,13.4,.024,.421,8.5,12.7,7.3,1.7,1.1,9.9,18.1,113,106,2.0,1.7,3.7,.130,-0.6,0.2,-0.5,0.5,Forward,mitchsa01
Detlef Schrempf,1994-95,32,SEA,NBA,10.5,82,82,2886,20.3,.182,.523,5.7,15.1,16.4,1.6,0.9,12.6,21.0,127,108,9.8,3.1,12.9,.215,4.2,0.3,4.5,4.7,Forward,schrede01
Glenn Robinson,1994-95,22,MIL,NBA,10.4,80,76,2958,16.6,.190,.354,6.7,14.4,12.2,2.0,0.6,16.1,29.1,102,111,1.1,2.2,3.2,.053,0.1,-1.2,-1.1,0.7,Forward,robingl01
Chris Morris,1994-95,29,NJN,NBA,10.3,71,49,2131,15.5,.370,.228,9.3,11.4,12.0,2.1,1.7,11.1,21.8,106,108,1.8,2.2,4.0,.090,1.6,0.4,2.0,2.2,Forward,morrich01
Clarence Weatherspoon,1994-95,24,PHI,NBA,10.3,76,76,2991,15.2,.017,.305,5.6,15.0,12.8,2.0,1.7,12.0,23.8,101,109,0.7,2.9,3.6,.057,-1.3,0.7,-0.6,1.1,Forward,weathcl01
John Salley,1994-95,30,MIA,NBA,10.1,75,50,1955,11.4,.000,.524,6.5,13.8,9.1,1.2,3.3,16.6,13.2,111,109,1.9,1.7,3.6,.089,-1.5,1.9,0.4,1.2,Forward,sallejo01
Toni Kukoc,1994-95,26,CHI,NBA,10.0,81,55,2584,19.8,.205,.325,7.1,13.0,23.4,2.1,0.5,13.0,21.9,118,105,6.3,3.6,10.0,.185,3.6,0.7,4.3,4.1,Forward,kukocto01
Sam Perkins,1994-95,33,SEA,NBA,10.0,82,37,2356,16.2,.462,.363,4.9,14.9,8.3,1.5,1.5,8.2,17.2,126,108,5.9,2.6,8.5,.173,2.8,-0.2,2.6,2.7,Forward,perkisa01
David Wood,1994-95,30,GSW,NBA,10.0,78,13,1336,10.3,.279,.359,6.8,13.2,7.0,1.0,0.7,12.3,13.6,115,114,1.7,0.5,2.2,.078,-1.0,-1.0,-2.0,0.0,Forward,woodda01
Antoine Carr,1994-95,33,UTA,NBA,9.9,78,4,1677,13.9,.007,.368,6.4,13.0,6.2,0.7,3.3,12.1,19.5,113,108,2.4,1.9,4.3,.123,-0.6,0.5,-0.1,0.8,Forward,carran01
Grant Hill,1994-95,22,DET,NBA,9.7,70,69,2678,19.0,.025,.480,5.4,14.1,22.5,2.4,1.7,13.5,24.9,109,111,3.7,1.8,5.4,.097,1.2,0.6,1.8,2.6,Forward,hillgr01
Dominique Wilkins,1994-95,35,BOS,NBA,9.5,77,64,2423,16.3,.247,.291,7.4,11.8,11.5,1.3,0.4,11.6,26.6,107,113,2.6,1.3,3.9,.076,1.4,-1.9,-0.5,0.9,Forward,wilkido01
Stacey Augmon,1994-95,26,ATL,NBA,9.1,76,76,2362,16.0,.030,.395,7.6,10.7,14.3,2.3,1.5,12.9,22.7,106,106,1.9,3.2,5.1,.103,-0.8,1.2,0.4,1.4,Forward,augmost01
Harvey Grant,1994-95,29,POR,NBA,9.1,75,14,1771,13.2,.042,.235,6.3,12.1,7.1,1.6,2.2,8.3,17.8,109,106,1.7,2.2,4.0,.108,-1.6,0.9,-0.7,0.6,Forward,grantha01
Reggie Williams,1994-95,30,DEN,NBA,9.0,74,70,2198,16.9,.314,.206,5.3,12.5,17.6,2.7,2.2,11.8,21.5,111,107,3.1,2.7,5.8,.126,2.2,1.2,3.5,3.0,Forward,willire01
Clifford Robinson,1994-95,28,POR,NBA,8.8,75,73,2725,18.3,.290,.289,6.0,11.8,12.2,1.5,2.2,9.6,25.5,113,107,5.4,3.3,8.7,.153,2.9,0.2,3.1,3.5,Forward,robincl02
